,Patch Name,Inferred from projects,occurrence
5569,IfStatement#23#1,camel,2
5570,IfStatement#23#2,wildfly-core,1
5571,IfStatement#23#2,wildfly,1
5572,IfStatement#23#4,wildfly,1
5573,IfStatement#23#4,wildfly-core,1
5574,IfStatement#23#3,wildfly,1
5575,IfStatement#23#3,wildfly-core,1
5576,IfStatement#23#5,wildfly,1
5577,IfStatement#23#5,wildfly-core,1
5578,IfStatement#23#6,wildfly,1
5579,IfStatement#23#6,wildfly-core,1
5580,IfStatement#86#0,wildfly-core,1
5581,IfStatement#86#0,wildfly,1
5582,IfStatement#61#0,commons-collections,2
5583,IfStatement#25#0,wildfly,1
5584,IfStatement#25#0,wildfly-core,1
5585,IfStatement#25#1,wildfly-core,1
5586,IfStatement#25#1,wildfly,1
5587,IfStatement#28#0,wildfly,2
5588,IfStatement#28#1,wildfly,2
5589,IfStatement#28#2,camel,2
5590,IfStatement#95#0,wildfly-core,1
5591,IfStatement#95#0,wildfly,1
5592,IfStatement#29#0,wildfly,1
5593,IfStatement#29#0,wildfly-core,1
5594,IfStatement#29#1,wildfly-core,1
5595,IfStatement#29#1,wildfly,1
5596,IfStatement#29#2,wildfly,1
5597,IfStatement#29#2,wildfly-core,1
5598,IfStatement#51#0,wildfly,1
5599,IfStatement#51#0,wildfly-core,1
5600,IfStatement#34#0,wildfly-core,1
5601,IfStatement#34#0,wildfly,1
5602,IfStatement#34#1,hive,2
5603,IfStatement#34#2,camel,2
5604,IfStatement#27#0,wildfly,1
5605,IfStatement#27#0,wildfly-core,1
5606,IfStatement#27#1,wildfly,1
5607,IfStatement#27#1,wildfly-arquillian,1
5608,IfStatement#27#2,camel,2
5609,IfStatement#27#3,wildfly,1
5610,IfStatement#27#3,wildfly-core,1
5611,IfStatement#80#0,camel,2
5612,IfStatement#80#1,wildfly,1
5613,IfStatement#80#1,wildfly-core,1
5614,IfStatement#53#0,wildfly,1
5615,IfStatement#53#0,wildfly-core,1
5616,IfStatement#37#0,wildfly,1
5617,IfStatement#37#0,wildfly-core,1
5618,IfStatement#37#1,wildfly-core,1
5619,IfStatement#37#1,wildfly,1
5620,IfStatement#33#0,wildfly,2
5621,IfStatement#33#1,hive,2
5622,IfStatement#33#2,wildfly,1
5623,IfStatement#33#2,wildfly-core,1
5624,IfStatement#33#3,camel,2
5625,IfStatement#22#0,wildfly,1
5626,IfStatement#22#0,wildfly-core,1
5627,IfStatement#45#0,wildfly-core,1
5628,IfStatement#45#0,wildfly,1
5629,IfStatement#83#0,wildfly,1
5630,IfStatement#83#0,wildfly-core,1
5631,IfStatement#93#0,camel,2
5632,IfStatement#36#0,spring-data-redis,2
5633,IfStatement#88#0,wildfly-core,1
5634,IfStatement#88#0,wildfly,1
5635,IfStatement#32#0,camel,2
5636,IfStatement#31#0,wildfly,1
5637,IfStatement#31#0,wildfly-core,1
5638,IfStatement#72#0,wildfly,1
5639,IfStatement#72#0,wildfly-core,1
5640,FieldDeclaration#2#0,hive,50
5641,FieldDeclaration#2#0,wildfly-core,15
5642,FieldDeclaration#2#0,camel,77
5643,FieldDeclaration#2#0,spring-roo,7
5644,FieldDeclaration#2#0,wildfly,98
5645,FieldDeclaration#2#0,spring-security,11
5646,FieldDeclaration#2#0,wildfly-arquillian,3
5647,FieldDeclaration#2#0,spring-data-commons,6
5648,FieldDeclaration#2#0,spring-amqp,14
5649,FieldDeclaration#2#0,spring-data-redis,1
5650,FieldDeclaration#2#0,commons-configuration,2
5651,FieldDeclaration#2#0,spring-social,2
5652,FieldDeclaration#2#0,spring-batch,3
5653,FieldDeclaration#2#0,wildfly-maven-plugin,1
5654,FieldDeclaration#2#0,wildfly-elytron,2
5655,FieldDeclaration#2#0,spring-security-oauth,1
5656,FieldDeclaration#2#0,spring-data-neo4j,2
5657,FieldDeclaration#2#0,spring-data-gemfire,1
5658,FieldDeclaration#2#0,commons-collections,1
5659,FieldDeclaration#2#0,spring-data-mongodb,1
5660,FieldDeclaration#2#1,wildfly,3
5661,FieldDeclaration#2#1,camel,11
5662,FieldDeclaration#2#1,wildfly-core,2
5663,FieldDeclaration#2#1,spring-security,4
5664,FieldDeclaration#2#1,spring-data-commons,1
5665,FieldDeclaration#2#1,spring-data-jpa,1
5666,FieldDeclaration#2#1,spring-roo,2
5667,FieldDeclaration#2#1,commons-codec,2
5668,FieldDeclaration#2#1,spring-batch-admin,1
5669,FieldDeclaration#2#1,hive,6
5670,FieldDeclaration#2#1,commons-configuration,1
5671,FieldDeclaration#2#1,spring-batch,1
5672,FieldDeclaration#2#2,wildfly-core,3
5673,FieldDeclaration#2#2,camel,25
5674,FieldDeclaration#2#2,spring-batch,2
5675,FieldDeclaration#2#2,hive,5
5676,FieldDeclaration#2#2,spring-data-rest,1
5677,FieldDeclaration#2#2,spring-amqp,4
5678,FieldDeclaration#2#2,wildfly,4
5679,FieldDeclaration#2#3,camel,11
5680,FieldDeclaration#2#3,spring-security,10
5681,FieldDeclaration#2#3,spring-webflow,1
5682,FieldDeclaration#2#3,spring-social-facebook,1
5683,FieldDeclaration#2#3,spring-shell,1
5684,FieldDeclaration#2#3,hive,1
5685,FieldDeclaration#2#3,spring-data-rest,1
5686,FieldDeclaration#2#3,spring-data-redis,2
5687,FieldDeclaration#2#3,spring-security-oauth,2
5688,FieldDeclaration#2#3,wildfly,3
5689,FieldDeclaration#2#3,wildfly-core,1
5690,FieldDeclaration#2#4,hive,2
5691,FieldDeclaration#3#0,camel,18
5692,FieldDeclaration#3#0,commons-collections,8
5693,FieldDeclaration#3#0,commons-configuration,1
5694,FieldDeclaration#3#1,hive,3
5695,FieldDeclaration#3#1,wildfly,12
5696,FieldDeclaration#3#1,wildfly-core,6
5697,FieldDeclaration#3#1,camel,24
5698,FieldDeclaration#3#1,spring-security,3
5699,FieldDeclaration#3#1,spring-android,1
5700,FieldDeclaration#3#1,spring-data-jpa,1
5701,FieldDeclaration#3#1,wildfly-elytron,1
5702,FieldDeclaration#3#2,fuse,5
5703,FieldDeclaration#3#2,wildfly-core,9
5704,FieldDeclaration#3#2,camel,46
5705,FieldDeclaration#3#2,spring-data-jpa,4
5706,FieldDeclaration#3#2,spring-data-commons,4
5707,FieldDeclaration#3#2,spring-security,13
5708,FieldDeclaration#3#2,wildfly,9
5709,FieldDeclaration#3#2,spring-social,2
5710,FieldDeclaration#3#2,spring-batch,5
5711,FieldDeclaration#3#2,spring-shell,1
5712,FieldDeclaration#3#2,spring-data-mongodb,2
5713,FieldDeclaration#3#2,spring-social-twitter,2
5714,FieldDeclaration#3#2,spring-social-linkedin,3
5715,FieldDeclaration#3#2,spring-security-oauth,2
5716,FieldDeclaration#3#2,spring-social-facebook,2
5717,FieldDeclaration#3#2,hive,2
5718,FieldDeclaration#3#2,wildfly-swarm,3
5719,FieldDeclaration#3#2,spring-data-gemfire,1
5720,FieldDeclaration#3#2,commons-codec,2
5721,FieldDeclaration#3#2,commons-configuration,1
5722,FieldDeclaration#3#3,camel,57
5723,FieldDeclaration#3#3,commons-collections,12
5724,FieldDeclaration#3#4,camel,44
5725,FieldDeclaration#3#4,wildfly,7
5726,FieldDeclaration#3#4,commons-codec,2
5727,FieldDeclaration#3#4,spring-security,1
5728,FieldDeclaration#3#4,spring-data-neo4j,1
5729,FieldDeclaration#3#4,commons-csv,1
5730,FieldDeclaration#3#4,commons-compress,1
5731,FieldDeclaration#3#4,spring-social-linkedin,1
5732,FieldDeclaration#3#4,hive,1
5733,FieldDeclaration#3#4,fuse,5
5734,FieldDeclaration#3#4,spring-data-redis,2
5735,FieldDeclaration#3#4,wildfly-swarm,2
5736,FieldDeclaration#3#4,wildfly-core,7
5737,FieldDeclaration#3#4,spring-roo,1
5738,FieldDeclaration#3#4,commons-crypto,1
5739,FieldDeclaration#3#4,wildfly-elytron,1
5740,FieldDeclaration#3#5,camel,40
5741,FieldDeclaration#3#5,commons-collections,7
5742,FieldDeclaration#3#6,camel,12
5743,FieldDeclaration#3#6,hive,1
5744,FieldDeclaration#3#6,commons-io,1
5745,FieldDeclaration#3#6,spring-amqp,3
5746,FieldDeclaration#3#6,wildfly,1
5747,FieldDeclaration#3#7,spring-security,4
5748,FieldDeclaration#3#7,wildfly,1
5749,FieldDeclaration#3#7,spring-data-mongodb,1
5750,FieldDeclaration#3#7,camel,1
5751,FieldDeclaration#3#8,camel,3
5752,FieldDeclaration#3#9,camel,2
5753,FieldDeclaration#3#9,hive,1
5754,FieldDeclaration#3#10,camel,3
5755,FieldDeclaration#3#11,spring-data-commons,2
5756,FieldDeclaration#3#11,camel,1
5757,FieldDeclaration#3#12,spring-data-neo4j,4
5758,FieldDeclaration#3#13,hive,3
5759,FieldDeclaration#3#13,spring-data-mongodb,1
5760,FieldDeclaration#3#14,spring-security-oauth,1
5761,FieldDeclaration#3#14,spring-amqp,1
5762,FieldDeclaration#3#15,camel,2
5763,FieldDeclaration#8#0,camel,8
5764,FieldDeclaration#8#0,spring-security,4
5765,FieldDeclaration#8#0,wildfly,8
5766,FieldDeclaration#8#0,wildfly-core,5
5767,FieldDeclaration#8#0,fuse,1
5768,FieldDeclaration#8#0,spring-social-facebook,2
5769,FieldDeclaration#8#0,wildfly-swarm,1
5770,FieldDeclaration#8#0,spring-roo,1
5771,FieldDeclaration#8#0,spring-security-oauth,1
5772,FieldDeclaration#8#0,spring-data-mongodb,1
5773,FieldDeclaration#8#0,spring-data-neo4j,1
5774,FieldDeclaration#8#1,spring-amqp,3
5775,FieldDeclaration#8#1,wildfly-core,7
5776,FieldDeclaration#8#1,spring-security,14
5777,FieldDeclaration#8#1,wildfly-elytron,1
5778,FieldDeclaration#8#1,camel,18
5779,FieldDeclaration#8#1,wildfly,8
5780,FieldDeclaration#8#1,spring-security-oauth,3
5781,FieldDeclaration#8#1,fuse,2
5782,FieldDeclaration#8#1,commons-codec,1
5783,FieldDeclaration#8#1,wildfly-swarm,1
5784,FieldDeclaration#8#1,hive,1
5785,FieldDeclaration#8#1,spring-roo,1
5786,FieldDeclaration#8#2,wildfly-core,22
5787,FieldDeclaration#8#2,wildfly,14
5788,FieldDeclaration#8#3,camel,27
5789,FieldDeclaration#8#3,wildfly,6
5790,FieldDeclaration#8#3,spring-batch,5
5791,FieldDeclaration#8#3,commons-collections,14
5792,FieldDeclaration#8#3,spring-amqp,3
5793,FieldDeclaration#8#3,spring-data-commons,5
5794,FieldDeclaration#8#3,commons-configuration,2
5795,FieldDeclaration#8#3,spring-security,1
5796,FieldDeclaration#8#3,spring-data-mongodb,1
5797,FieldDeclaration#8#3,spring-social-twitter,1
5798,FieldDeclaration#8#3,fuse,1
5799,FieldDeclaration#8#3,wildfly-core,1
5800,FieldDeclaration#8#4,spring-data-redis,2
5801,FieldDeclaration#8#4,camel,2
5802,FieldDeclaration#8#5,spring-data-rest,1
5803,FieldDeclaration#8#5,spring-security-oauth,2
5804,FieldDeclaration#8#5,spring-amqp,1
5805,FieldDeclaration#8#6,wildfly,3
5806,FieldDeclaration#8#6,camel,4
5807,FieldDeclaration#8#6,wildfly-core,2
5808,FieldDeclaration#8#7,wildfly,2
5809,FieldDeclaration#8#7,wildfly-core,2
5810,FieldDeclaration#8#8,camel,2
5811,FieldDeclaration#8#8,spring-social,1
5812,FieldDeclaration#8#8,wildfly,1
5813,FieldDeclaration#8#8,spring-data-redis,1
5814,FieldDeclaration#8#9,wildfly,2
5815,FieldDeclaration#8#10,camel,2
5816,FieldDeclaration#8#11,wildfly,2
5817,FieldDeclaration#8#11,wildfly-core,1
5818,FieldDeclaration#8#12,wildfly,1
5819,FieldDeclaration#8#12,wildfly-arquillian,1
5820,FieldDeclaration#8#13,wildfly,1
5821,FieldDeclaration#8#13,wildfly-core,1
5822,FieldDeclaration#8#14,spring-data-rest,1
5823,FieldDeclaration#8#14,spring-security,1
5824,FieldDeclaration#8#15,spring-security,2
5825,FieldDeclaration#8#16,wildfly-core,1
5826,FieldDeclaration#8#16,wildfly,1
5827,FieldDeclaration#10#0,spring-security,33
5828,FieldDeclaration#10#1,commons-collections,17
5829,FieldDeclaration#10#1,camel,5
5830,FieldDeclaration#10#1,wildfly,1
5831,FieldDeclaration#10#1,spring-ldap,1
5832,FieldDeclaration#10#2,camel,2
5833,FieldDeclaration#10#3,camel,2
5834,FieldDeclaration#10#4,wildfly,1
5835,FieldDeclaration#10#4,spring-hadoop,1
5836,FieldDeclaration#10#5,spring-roo,1
5837,FieldDeclaration#10#5,wildfly,1
5838,FieldDeclaration#10#7,spring-social,1
5839,FieldDeclaration#10#7,commons-configuration,1
5840,FieldDeclaration#10#6,camel,2
5841,FieldDeclaration#10#8,wildfly,1
5842,FieldDeclaration#10#8,wildfly-core,1
5843,FieldDeclaration#10#9,spring-security,1
5844,FieldDeclaration#10#9,camel,1
5845,FieldDeclaration#10#10,camel,4
5846,FieldDeclaration#10#11,wildfly,1
5847,FieldDeclaration#10#11,wildfly-core,1
5848,FieldDeclaration#10#12,wildfly,1
5849,FieldDeclaration#10#12,spring-ldap,1
5850,FieldDeclaration#10#13,wildfly,1
5851,FieldDeclaration#10#13,wildfly-core,1
5852,FieldDeclaration#11#0,wildfly,18
5853,FieldDeclaration#11#0,camel,13
5854,FieldDeclaration#11#0,hive,2
5855,FieldDeclaration#11#0,wildfly-core,1
5856,FieldDeclaration#11#0,spring-security,1
5857,FieldDeclaration#11#1,spring-security,9
5858,FieldDeclaration#11#1,spring-security-oauth,1
5859,FieldDeclaration#11#1,camel,11
5860,FieldDeclaration#11#1,hive,3
5861,FieldDeclaration#11#1,fuse,1
5862,FieldDeclaration#11#1,wildfly,4
5863,FieldDeclaration#11#2,wildfly,4
5864,FieldDeclaration#11#2,camel,1
5865,FieldDeclaration#11#2,wildfly-core,1
5866,FieldDeclaration#11#2,fuse,1
5867,FieldDeclaration#11#2,spring-data-jpa,1
5868,FieldDeclaration#11#3,wildfly-core,6
5869,FieldDeclaration#11#3,wildfly,11
5870,FieldDeclaration#11#3,fuse,2
5871,FieldDeclaration#11#3,spring-security,1
5872,FieldDeclaration#11#4,spring-security,7
5873,FieldDeclaration#11#4,spring-roo,4
5874,FieldDeclaration#11#5,wildfly-core,1
5875,FieldDeclaration#11#5,wildfly,1
5876,FieldDeclaration#11#6,wildfly-elytron,1
5877,FieldDeclaration#11#6,camel,1
5878,FieldDeclaration#11#6,spring-amqp,1
5879,FieldDeclaration#11#7,camel,2
5880,FieldDeclaration#11#8,wildfly,2
5881,FieldDeclaration#11#9,camel,2
5882,FieldDeclaration#11#10,wildfly-core,1
5883,FieldDeclaration#11#10,wildfly,1
5884,FieldDeclaration#11#11,camel,2
5885,FieldDeclaration#11#12,wildfly-core,1
5886,FieldDeclaration#11#12,wildfly,1
5887,FieldDeclaration#11#13,wildfly,1
5888,FieldDeclaration#11#13,wildfly-core,1
5889,FieldDeclaration#5#0,camel,18
5890,FieldDeclaration#5#0,spring-data-neo4j,4
5891,FieldDeclaration#5#0,spring-data-rest,3
5892,FieldDeclaration#5#0,wildfly,5
5893,FieldDeclaration#5#0,spring-shell,2
5894,FieldDeclaration#5#0,hive,1
5895,FieldDeclaration#5#0,spring-security,1
5896,FieldDeclaration#5#0,spring-security-oauth,1
5897,FieldDeclaration#5#0,spring-roo,1
5898,FieldDeclaration#5#0,spring-data-commons,1
5899,FieldDeclaration#5#0,fuse,2
5900,FieldDeclaration#5#0,wildfly-swarm,1
5901,FieldDeclaration#5#1,camel,6
5902,FieldDeclaration#5#1,wildfly,1
5903,FieldDeclaration#5#1,wildfly-core,1
5904,FieldDeclaration#5#2,spring-shell,2
5905,FieldDeclaration#5#2,spring-roo,11
5906,FieldDeclaration#5#2,camel,23
5907,FieldDeclaration#5#2,spring-data-neo4j,5
5908,FieldDeclaration#5#2,spring-security,1
5909,FieldDeclaration#5#2,wildfly,2
5910,FieldDeclaration#5#2,hive,2
5911,FieldDeclaration#5#2,spring-data-mongodb,1
5912,FieldDeclaration#5#3,camel,8
5913,FieldDeclaration#5#3,wildfly,6
5914,FieldDeclaration#5#3,spring-data-commons,1
5915,FieldDeclaration#5#3,fuse,1
5916,FieldDeclaration#5#3,spring-data-mongodb,2
5917,FieldDeclaration#5#4,wildfly,3
5918,FieldDeclaration#5#4,camel,12
5919,FieldDeclaration#5#4,spring-data-rest,2
5920,FieldDeclaration#5#4,spring-batch,2
5921,FieldDeclaration#5#4,spring-security,2
5922,FieldDeclaration#5#4,spring-amqp,1
5923,FieldDeclaration#5#4,fuse,1
5924,FieldDeclaration#5#5,camel,12
5925,FieldDeclaration#5#5,spring-security,7
5926,FieldDeclaration#5#5,wildfly,1
5927,FieldDeclaration#5#5,wildfly-maven-plugin,3
5928,FieldDeclaration#5#5,spring-data-neo4j,1
5929,FieldDeclaration#5#6,wildfly,3
5930,FieldDeclaration#5#6,wildfly-elytron,1
5931,FieldDeclaration#5#6,camel,3
5932,FieldDeclaration#5#6,commons-io,1
5933,FieldDeclaration#5#6,spring-batch,1
5934,FieldDeclaration#5#6,spring-hadoop,1
5935,FieldDeclaration#5#7,wildfly,3
5936,FieldDeclaration#5#7,wildfly-swarm,1
5937,FieldDeclaration#5#8,wildfly-maven-plugin,3
5938,FieldDeclaration#5#8,wildfly,1
5939,FieldDeclaration#5#8,commons-codec,1
5940,FieldDeclaration#5#8,wildfly-core,2
5941,FieldDeclaration#5#8,camel,5
5942,FieldDeclaration#5#8,fuse,1
5943,FieldDeclaration#5#9,wildfly-core,5
5944,FieldDeclaration#5#9,wildfly,5
5945,FieldDeclaration#5#10,spring-roo,1
5946,FieldDeclaration#5#10,camel,1
5947,FieldDeclaration#5#10,spring-data-mongodb,1
5948,FieldDeclaration#5#10,wildfly,1
5949,FieldDeclaration#5#11,commons-configuration,1
5950,FieldDeclaration#5#11,hive,2
5951,FieldDeclaration#5#11,camel,5
5952,FieldDeclaration#5#11,spring-mobile,1
5953,FieldDeclaration#5#11,spring-ldap,1
5954,FieldDeclaration#5#12,hive,2
5955,FieldDeclaration#5#12,camel,2
5956,FieldDeclaration#5#13,camel,4
5957,FieldDeclaration#5#13,spring-security,3
5958,FieldDeclaration#5#13,spring-webflow,1
5959,FieldDeclaration#5#14,camel,1
5960,FieldDeclaration#5#14,spring-shell,1
5961,FieldDeclaration#5#15,camel,4
5962,FieldDeclaration#5#16,camel,3
5963,FieldDeclaration#5#16,spring-data-rest,1
5964,FieldDeclaration#5#17,wildfly-core,4
5965,FieldDeclaration#5#17,wildfly,4
5966,FieldDeclaration#5#18,spring-security,1
5967,FieldDeclaration#5#18,spring-batch,1
5968,FieldDeclaration#5#18,camel,1
5969,FieldDeclaration#5#19,wildfly-core,2
5970,FieldDeclaration#5#19,wildfly,1
5971,FieldDeclaration#5#19,spring-security,1
5972,FieldDeclaration#5#20,camel,2
5973,FieldDeclaration#5#20,commons-io,1
5974,FieldDeclaration#5#20,commons-collections,1
5975,FieldDeclaration#5#20,spring-batch,1
5976,FieldDeclaration#5#20,spring-security-oauth,2
5977,FieldDeclaration#5#20,wildfly,1
5978,FieldDeclaration#5#21,camel,5
5979,FieldDeclaration#5#22,spring-batch,1
5980,FieldDeclaration#5#22,wildfly,1
5981,FieldDeclaration#5#23,camel,4
5982,FieldDeclaration#5#24,camel,4
5983,FieldDeclaration#5#25,commons-io,3
5984,FieldDeclaration#5#26,spring-webflow,1
5985,FieldDeclaration#5#26,camel,2
5986,FieldDeclaration#5#26,spring-security,1
5987,FieldDeclaration#5#27,wildfly-core,2
5988,FieldDeclaration#5#28,wildfly,2
5989,FieldDeclaration#5#29,wildfly,2
5990,FieldDeclaration#5#30,wildfly,1
5991,FieldDeclaration#5#30,wildfly-core,1
5992,FieldDeclaration#5#31,wildfly,2
5993,FieldDeclaration#5#32,wildfly,1
5994,FieldDeclaration#5#32,wildfly-core,1
5995,FieldDeclaration#5#33,spring-data-mongodb,2
5996,FieldDeclaration#5#34,spring-data-jpa,1
5997,FieldDeclaration#5#34,wildfly-core,1
5998,FieldDeclaration#5#35,wildfly,1
5999,FieldDeclaration#5#35,spring-amqp,1
6000,FieldDeclaration#5#36,wildfly-core,1
6001,FieldDeclaration#5#36,wildfly,1
6002,FieldDeclaration#5#37,spring-security,2
6003,FieldDeclaration#5#38,spring-webflow,2
6004,FieldDeclaration#4#0,camel,21
6005,FieldDeclaration#4#0,spring-batch,2
6006,FieldDeclaration#4#0,spring-social-linkedin,1
6007,FieldDeclaration#4#0,hive,2
6008,FieldDeclaration#4#0,spring-roo,1
6009,FieldDeclaration#4#0,spring-security,1
6010,FieldDeclaration#4#1,wildfly,3
6011,FieldDeclaration#4#2,spring-data-rest,1
6012,FieldDeclaration#4#2,spring-data-mongodb,9
6013,FieldDeclaration#4#2,spring-data-commons,4
6014,FieldDeclaration#4#2,spring-data-jpa,6
6015,FieldDeclaration#4#2,wildfly-maven-plugin,1
6016,FieldDeclaration#4#2,wildfly-swarm,3
6017,FieldDeclaration#4#2,spring-data-neo4j,1
6018,FieldDeclaration#4#2,camel,1
6019,FieldDeclaration#4#2,spring-security,1
6020,FieldDeclaration#4#3,wildfly-core,9
6021,FieldDeclaration#4#3,spring-security,1
6022,FieldDeclaration#4#3,wildfly,4
6023,FieldDeclaration#4#4,hive,1
6024,FieldDeclaration#4#4,camel,6
6025,FieldDeclaration#4#4,wildfly,4
6026,FieldDeclaration#4#4,wildfly-elytron,3
6027,FieldDeclaration#4#4,commons-crypto,1
6028,FieldDeclaration#4#5,camel,2
6029,FieldDeclaration#4#5,wildfly,1
6030,FieldDeclaration#4#6,camel,5
6031,FieldDeclaration#4#6,fuse,1
6032,FieldDeclaration#4#6,wildfly,1
6033,FieldDeclaration#4#7,spring-security,5
6034,FieldDeclaration#4#7,camel,3
6035,FieldDeclaration#4#7,commons-configuration,1
6036,FieldDeclaration#4#7,spring-data-neo4j,1
6037,FieldDeclaration#4#8,wildfly-core,3
6038,FieldDeclaration#4#8,wildfly,2
6039,FieldDeclaration#4#9,spring-roo,3
6040,FieldDeclaration#4#9,camel,2
6041,FieldDeclaration#4#10,commons-codec,2
6042,FieldDeclaration#4#10,wildfly-core,1
6043,FieldDeclaration#4#10,wildfly,1
6044,FieldDeclaration#4#11,wildfly,1
6045,FieldDeclaration#4#11,camel,1
6046,FieldDeclaration#4#12,spring-data-mongodb,1
6047,FieldDeclaration#4#12,wildfly-core,1
6048,FieldDeclaration#4#12,spring-security,1
6049,FieldDeclaration#4#13,spring-batch,1
6050,FieldDeclaration#4#13,camel,2
6051,FieldDeclaration#4#13,spring-roo,1
6052,FieldDeclaration#4#14,spring-batch,1
6053,FieldDeclaration#4#14,wildfly,1
6054,FieldDeclaration#4#14,spring-security,1
6055,FieldDeclaration#4#15,camel,2
6056,FieldDeclaration#4#16,spring-amqp,4
6057,FieldDeclaration#4#17,spring-data-neo4j,1
6058,FieldDeclaration#4#17,spring-batch,1
6059,FieldDeclaration#4#17,spring-security-oauth,1
6060,FieldDeclaration#4#18,wildfly,2
6061,FieldDeclaration#4#20,spring-data-redis,1
6062,FieldDeclaration#4#20,commons-io,1
6063,FieldDeclaration#4#19,spring-data-neo4j,2
6064,FieldDeclaration#4#21,wildfly,1
6065,FieldDeclaration#4#21,wildfly-core,1
6066,FieldDeclaration#4#22,wildfly-core,1
6067,FieldDeclaration#4#22,camel,1
6068,FieldDeclaration#12#0,camel,21
6069,FieldDeclaration#12#1,wildfly-core,1
6070,FieldDeclaration#12#1,wildfly,1
6071,FieldDeclaration#12#2,spring-security,2
6072,FieldDeclaration#12#3,camel,2
6073,FieldDeclaration#12#4,camel,5
6074,FieldDeclaration#12#5,wildfly,2
6075,FieldDeclaration#12#6,hive,3
6076,FieldDeclaration#12#7,wildfly,2
6077,FieldDeclaration#12#8,spring-security,2
6078,FieldDeclaration#13#0,wildfly-core,5
6079,FieldDeclaration#13#0,wildfly,7
6080,FieldDeclaration#13#1,wildfly-core,3
6081,FieldDeclaration#13#1,wildfly,3
6082,FieldDeclaration#13#2,spring-data-redis,6
6083,FieldDeclaration#13#3,wildfly,4
6084,FieldDeclaration#13#4,wildfly-core,1
6085,FieldDeclaration#13#4,wildfly,2
6086,FieldDeclaration#13#5,wildfly,3
6087,FieldDeclaration#13#5,wildfly-core,1
6088,FieldDeclaration#13#6,wildfly-core,2
6089,FieldDeclaration#13#7,wildfly,1
6090,FieldDeclaration#13#7,hive,1
6091,FieldDeclaration#13#8,wildfly,1
6092,FieldDeclaration#13#8,wildfly-core,1
6093,FieldDeclaration#13#9,wildfly-core,1
6094,FieldDeclaration#13#9,camel,1
6095,FieldDeclaration#6#0,camel,4
6096,FieldDeclaration#6#0,spring-data-redis,1
6097,FieldDeclaration#6#0,wildfly,3
6098,FieldDeclaration#6#1,camel,1
6099,FieldDeclaration#6#1,wildfly,1
6100,FieldDeclaration#6#1,fuse,3
6101,FieldDeclaration#6#2,spring-hadoop,1
6102,FieldDeclaration#6#2,fuse,1
6103,FieldDeclaration#6#2,spring-webflow,1
6104,FieldDeclaration#6#3,wildfly,3
6105,FieldDeclaration#6#3,wildfly-core,3
6106,FieldDeclaration#6#4,wildfly-core,1
6107,FieldDeclaration#6#4,wildfly,3
6108,FieldDeclaration#6#5,wildfly,1
6109,FieldDeclaration#6#5,spring-data-redis,1
6110,FieldDeclaration#6#5,spring-data-neo4j,1
6111,FieldDeclaration#6#5,spring-amqp,1
6112,FieldDeclaration#6#6,spring-security-oauth,2
6113,FieldDeclaration#6#6,spring-security,1
6114,FieldDeclaration#6#7,camel,2
6115,FieldDeclaration#6#8,camel,3
6116,FieldDeclaration#6#8,spring-data-neo4j,2
6117,FieldDeclaration#6#8,wildfly-core,1
6118,FieldDeclaration#6#9,spring-security,2
6119,FieldDeclaration#6#10,camel,3
6120,FieldDeclaration#6#11,camel,1
6121,FieldDeclaration#6#11,spring-android,1
6122,FieldDeclaration#6#12,hive,2
6123,FieldDeclaration#6#13,camel,2
6124,FieldDeclaration#6#14,spring-data-redis,1
6125,FieldDeclaration#6#14,camel,1
6126,FieldDeclaration#6#15,wildfly,1
6127,FieldDeclaration#6#15,spring-data-mongodb,1
6128,FieldDeclaration#6#16,camel,1
6129,FieldDeclaration#6#16,wildfly-core,1
6130,FieldDeclaration#6#16,wildfly,1
6131,FieldDeclaration#6#17,wildfly,1
6132,FieldDeclaration#6#17,wildfly-core,1
6133,FieldDeclaration#6#18,camel,2
6134,FieldDeclaration#9#0,wildfly,6
6135,FieldDeclaration#9#1,spring-security,2
6136,FieldDeclaration#9#2,hive,4
6137,FieldDeclaration#9#3,spring-webflow,1
6138,FieldDeclaration#9#3,wildfly-core,1
6139,FieldDeclaration#9#3,spring-hadoop,1
6140,FieldDeclaration#9#3,spring-data-neo4j,1
6141,FieldDeclaration#9#4,camel,2
6142,FieldDeclaration#9#5,camel,3
6143,FieldDeclaration#9#6,camel,2
6144,FieldDeclaration#9#7,wildfly-core,3
6145,FieldDeclaration#9#7,wildfly,1
6146,FieldDeclaration#9#8,fuse,2
6147,FieldDeclaration#9#10,wildfly-core,2
6148,FieldDeclaration#9#9,wildfly,1
6149,FieldDeclaration#9#9,wildfly-core,1
6150,FieldDeclaration#7#0,wildfly-core,2
6151,FieldDeclaration#7#0,fuse,2
6152,FieldDeclaration#7#0,spring-data-mongodb,1
6153,FieldDeclaration#7#0,wildfly,1
6154,FieldDeclaration#7#0,spring-security-oauth,1
6155,FieldDeclaration#7#1,camel,3
6156,FieldDeclaration#7#2,spring-data-gemfire,2
6157,FieldDeclaration#7#2,camel,3
6158,FieldDeclaration#7#2,wildfly,2
6159,FieldDeclaration#7#2,wildfly-core,1
6160,FieldDeclaration#7#2,spring-roo,1
6161,FieldDeclaration#7#3,hive,2
6162,FieldDeclaration#7#3,fuse,4
6163,FieldDeclaration#7#3,commons-compress,1
